PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
1.164315368939931,2.840803592194223,-3.1880759596366954,-1.6375451359501123,-2.670842574076319,-3.7424016312301664,0.7044788185495665,0.09909784014778304,-1.6871402548438212,1.9775717195007978,0.7290493041423265,1.2227700666770123,1.161191306774219,-3.2943270283183503,1.5270454818189458,-0.28707326925284954,1.8865561743835693,-0.8880803686537477,1.279387437305242,1.7027908836521388,0.8926981255566118,-1.1881821720659083,-3.9482014464475483,-0.6774736720691908,1.7511822262650045,-0.7071522928860203,-1.0952312513815405,2.6937359919865775,-0.3389988147687179,0.0,1.0,1.0,0.0,0.0,0.0
-5.372685896539885,-1.5596459341537183,0.24401493597835977,0.880918853230798,-0.2740311623113391,0.519546816953197,-0.027216390191469753,-0.5584859996091386,-1.3055198860378452,0.3981075744144687,-0.4094322685840811,-1.0324536187276594,0.46161639591540243,-1.1044544150587539,-2.432316089831603,-1.515276518334457,1.847393093624277,0.633525467444126,0.7479616174855119,0.0391791676562035,-0.7195793261466399,-0.994530941955541,0.25318415271892714,-0.2491442491715446,-0.6670631711970191,0.10429448821547407,-0.21624990821353093,0.667493541990399,-0.39469189037575414,1.0,0.0,0.0,0.0,0.0,1.0
-0.2979111555241718,1.8926611398129423,0.251888555388684,1.925490484378916,0.873411398471029,2.213115799931418,-0.4037062518385334,0.13232417878321662,-1.740625166608671,-0.0865886024550483,1.463982367330279,1.945832698949501,-0.5888274825639797,1.098062179986167,-1.6395966629042606,1.1002999306575063,0.5297830004802713,-0.564697762899867,-0.980901958596023,0.1851678560284286,0.11869697918166734,0.10743162542164265,0.011847447407234285,0.4390124151747393,0.9932105213585224,0.5605774978177203,-0.38542518623506783,-0.8075743513200123,0.4951803903284667,0.0,1.0,0.0,0.0,0.0,1.0
1.9984118326911515,4.539233381221855,-1.380436814658775,-0.3852471743552442,-1.1255987674054269,-0.3145016474447997,1.6300551300864878,-0.7014501794553729,-0.9067674288849794,-0.6258147396665662,-1.8803347106016073,-0.08988029524192087,-0.6609302532727944,-1.0182613920934311,-0.1250027023744912,-0.9113784184927554,-0.033405789895892046,0.15972942917627456,-0.854816131462474,0.2856714507115914,0.5310311195135607,0.8835118843228732,1.2812487981545515,-0.7777964048689581,-0.486833992676079,-0.36249912519244126,-0.05824809527411245,0.5486847681552849,-0.9561541930907694,0.0,0.0,1.0,0.0,0.0,0.0
9.909208948462162,1.4142301836974416,3.048078245286266,-3.9171893026939735,-0.928892067714954,2.2444307675053374,2.62290782403695,2.4014514802803846,-1.087797765530061,-2.4416902169480825,0.3797011151930766,-1.697526742470328,-0.49833081995702,0.4596649795849575,-0.2462304054839495,-1.481553804056781,0.1387660506312235,0.1462127375897324,-1.0868466138378219,0.01826624117878112,-0.5963904831225785,0.5735122502271528,-0.5855426061966361,-0.0938493750934664,0.7393782415339953,-1.473994381288435,-0.42533276101255507,0.18323929005215783,-0.10757080071587939,0.0,0.0,0.0,1.0,0.0,0.0
2.431474635996138,2.058230692150121,-0.4916863823461527,-0.06378127098332512,0.2022681664456935,-1.3106085772712872,-2.4052493299647733,-1.6891615523827412,-0.7170140665971255,1.1722470902378923,-1.439901982280721,0.3863917809419136,-0.189647617631202,-0.5272702570612023,0.2565551578462986,0.29376502584845393,-1.0238768783739416,-2.1382342037728304,0.49775364478198997,-0.9800412097524979,0.512534857108161,1.2618065250118733,-0.650866745784866,-0.20341649049225313,-1.542080756605377,0.6175580805613081,-0.22929588017740585,0.7355920397999767,0.5951084837660722,0.0,1.0,1.0,0.0,0.0,0.0
-3.265617471552668,-2.8119551265352647,0.3352875567278564,0.7259851970242983,-0.2947117970701136,0.1538647792248123,0.8036276406526193,-1.7609826831575566,1.475079582756219,1.6914175220763141,-1.079752802287728,0.16032067998369806,0.7064888617125883,0.11542185415223814,0.5655170908840175,0.4906062883075784,-0.44357628053315595,0.8533987874800028,-0.3255354910370608,-0.5704874364565476,-0.39024131465725853,0.004755487024104557,0.13840347526935262,0.008253718943795622,0.20342610643486056,-0.3805487972376533,0.5569988723645305,-0.7995083647733306,0.420586483414692,1.0,1.0,0.0,0.0,0.0,0.0
-0.8622802031206648,4.7805619796334575,-1.9295983043519316,2.518388861116657,-1.3511697609097273,-2.189066536261511,1.474430716266028,-1.7360494615367208,0.1716880133656301,0.005479955072560654,-1.2661496550356894,-1.3963248667238706,1.0771702367609999,-0.18641623743809996,-0.971816358657252,1.0808886804525655,-0.05825804517568156,-0.803332262377676,-0.7519264730886235,1.4399197303395876,-0.5718179124299814,-0.3795254237692996,0.24092161305375784,0.922919859807176,-0.1259510746348481,-0.7446854212934184,-1.7213513035224317,0.39789707221166803,0.524384353511152,0.0,0.0,0.0,0.0,0.0,1.0
-6.746250583838035,2.099667648643747,1.6028742893171812,-2.3786549813816955,-0.4857152573531807,-2.4352324126701728,1.746299204069206,0.8741589013396489,1.7491165674243014,0.19888184048989183,0.2746493061174415,-0.07931440882194894,-0.06638136063293103,0.28021360382523786,-0.04476293495856292,0.252903934784671,-0.9138764075675698,0.7634911068799722,0.018283028719260998,-0.15765935810408513,0.4546551481624802,-0.31656431270211377,0.14979424173187936,-0.2659103462767013,-0.5308713171905196,-0.5500878798080668,0.20312997661053853,0.1717087113114111,0.43343155933107747,1.0,1.0,0.0,0.0,0.0,0.0
3.5787038890728593,-5.149695978596614,-2.7091614526974577,-1.5638626304446832,0.19066038077347625,0.5198405774984499,-1.8813476571046623,1.4634565282305863,0.3696416512351329,-0.8283473788148803,-1.5997707742613838,-0.11514028351557301,0.5349863502441435,-0.5628808945621311,-1.8173617697178563,-1.4408298466486997,0.3247679105676307,-0.45202093083655687,0.8629273261262135,-0.5327548844482494,-1.2896840644583527,-0.3014198950432343,-0.581822733551226,0.04838634196298414,0.7882127129373979,0.7475923099131099,-0.09111810949391062,-0.5527735517964159,-0.4856767966029037,0.0,0.0,1.0,1.0,1.0,0.0
